name,club,total,p1,p2,p3,p4,p5,p6,p7,p8
Kraiko Martin, LTK Kalev,3,,,3,,,
Mattbäck Kean, Söderhamns UIF,3,,,3,,,
Persson Fredrik, IFK Lund Bordtennis,3,1,2,,,,
Rengbrandt Lucas, Trelleborgs BTK,3,,1,,,1,1
Rosenberg Bergholt Villads, Denmark,3,,,3,,,
Sahr Aaron, Luxembourg,3,,,3,,,
Theisen Max, Luxembourg,3,,,3,,,
Arnell Elling, LinnePartille PK,2,1,1,,,,
Bjerke Einar, BTK Safir,2,2,,,,,
Blecher Bruno, Norrtulls SK,2,,1,,,1,
Carlsson Hannes, KFUM Kristianstad BTF,2,,,,,1,1
Gustafsson Gunnar, Boo KFUM IA,2,,,,,1,1
Johansson Gustav, Fokus BTK,2,1,,,1,,
Månsson Panagiotis, BTK Rekord,2,,1,,,,1
Pelling Vincent, Uppsala BTK,2,,2,,,,
Svanström Alvin, Lyckeby BTK,2,,1,,,,1
Törnkvist Hampus, Halmstad BTK,2,,1,,,,1
Aaagard Torum Mats, Fokus BTK,1,,,,1,,
Aaagard Torum Ulrik, Fokus BTK,1,,,,1,,
Andersson Olle, IFK Lidköping,1,,,,,1,
Bigander Vincent, Rotebro BTK,1,1,,,,,
Bravo Eliah, Upplands Väsby BTK,1,,1,,,,
Eneroth Otto, Lyckeby BTK,1,,,,1,,
Ferm Sebastian, BTK Rekord,1,,1,,,,
Fuchs Matan, Rishon LeZion,1,,,1,,,
Harwood Toby, Wales,1,,,,,,1
Häggström Nils, Spårvägens BTK,1,,,,1,,
Jedland Emil, Uppsala BTK,1,,1,,,,
Johansson Elis, Rotebro BTK,1,1,,,,,
Johansson Kenneth, Rotebro BTK,1,1,,,,,
Johansson Liam, IFK Lidköping,1,,,,,1,
Olsson Frank, Spårvägens BTK,1,,,,1,,
Påhlman Oscar, BTK Rekord,1,,1,,,,
Salmi Lenny, Västerås BTK,1,,,1,,,
Sandberg Melvin, Stenungsunds BTF,1,1,,,,,
Storskog Vincent, Spårvägens BTK,1,,1,,,,
Swedmark Torsten, Boo KFUM IA,1,,,,,1,
Thomas Türi Frank, LTK Kalev,1,,,1,,,
Tibblin Emil, Stratos Enköping BTK,1,,,1,,,
Wellsjö Emil, Uppsala BTK,1,,,1,,,
Zubkov Kirill, LTK Kalev,1,,,1,,,
Åkerstedt Filip, Karlsborgs BTK,1,,,,,1,
Öberg Zebastian, IFK Visby,1,1,,,,,
