name,club,total,p1,p2,p3,p4,p5,p6,p7,p8
Lundqvist Simon, Söderhamns UIF,13,5,,3,,,5
Soploher Jona, Svanesunds GIF,13,1,,9,,3,
Dennison Adam, England,12,,7,,5,,
Geijer Axel, KFUM Jönköping IA,12,3,4,1,,1,3
Hagström Måns, Norrtulls SK,12,1,2,1,3,5,
Johansson Hjalmar, Norrtulls SK,12,,4,3,1,3,1
Trumpauskas Larry, England,12,,7,,5,,
Wesshagen William, Norrtulls SK,12,1,2,,3,3,3
Öhman Isac, Norrtulls SK,12,,2,5,,5,
Ströberg Jesper Hålta IK,11,,4,1,3,3,
Tabbakh Obada, Ortvikens PK,11,3,2,3,,3,
Christiansson Jacob, Mölndals BTK,10,3,4,,,3,
Persson Oscar, IFK Österåkers BTK,10,,,3,1,3,3
Rudén John, Ängby SK,10,,7,3,,,
Abramov Natanael, Rishon LeZion,9,,,9,,,
David Hold Cristian, Silkeborg BTK,9,9,,,,,
Ellbring Elias, LinnePartille PK,9,1,4,,3,1,
Fly-Kristensen Lasse, BTK Viby,9,1,7,,,,1
Hetherton Rhys, Wales,9,,,,,,9
Ibrahim Noah, Vestegnen BTK,9,1,4,,3,,1
Piwowar Jakub, England,9,,,,9,,
Tran Nick, OB Bordtennis,9,,4,,,,5
Bøhler Thomassen Felix, Fokus BTK,8,3,,,5,,
Svensson Viktor, Söderhamns UIF,8,,,5,,,3
Dennison Joseph, England,7,,4,,3,,
Dittlau Eric, Söderhamns UIF,7,,4,1,,1,1
Ellis Toby, England,7,,7,,,,
Gustafsson Benjamin, Eslövs AI BTK,7,3,1,,,1,2
Gustafsson Melker, Dänningelanda BTK,7,,4,1,,1,1
Kingham Issac, England,7,,7,,,,
Sandegren Oskar, Spårvägens BTK,7,3,4,,,,
Ah-King Lo, Hammarby IF BTF,6,,,,,3,3
Axelsson Hampus, Horreds BTK,6,2,1,,,3,
Flores Halldén Benjamin, Ängby SK,6,,,3,,,3
Gerakios Georgios, Sölvesborgs BTK,6,,,3,,,3
Gierup David, Uppsala BTK,6,3,2,1,,,
Gustavsson Vidar, Spårvägens BTK,6,3,2,1,,,
Järverud Eriksson Isak, Askims BTK,6,3,,,,3,
Linander Erik, Klippans BTK,6,3,,,3,,
Ljunggren Richard, Ängby SK,6,,4,1,,,1
Lundgren Martin, BTK Rekord,6,,1,,3,1,1
Luong Borg Alexander, Oskarshamns BTK,6,3,1,,1,,1
Salawa Wiktor, Tibble-Kungsängen BTK,6,3,,3,,,
Vonebjerg Simon, OB Bordtennis,6,,1,,,,5
Wigelius Aron, IFK Lund,6,,,,3,3,
Ahlgren Elliot, Lindome BTK,5,3,2,,,,
Andreasen Sofus, Virum BTK,5,3,2,,,,
Bölenius Pontus, Boo KFUM IA,5,,1,,,3,1
Devantier Kallestrup Oscar, Björnshöj,5,,1,1,,,3
Dunkley Ben, England,5,,,,5,,
Häggström Axel, Norrtulls SK,5,1,1,,1,1,1
Högman Jakob, Heby AIF,5,,1,1,3,,
Käld Areskoug Kimmy, Tullinge TP BTK,5,,1,1,,3,
Leth Nottelmann Adam, Brönshöj,5,,4,1,,,
Lindau Arvid, Halmstad BTK,5,1,2,,,1,1
Nieves Burgos José, Söderhamns UIF,5,,,,,,5
Nilsson Noa, IFK Lund BT,5,,,,,2,3
Sjösvärd Melker, Linköpings PK,5,,,,,,5
Sträm Jacob, Ängby SK,5,3,1,,,1,
Tibold Noé, Luxembourg,5,,,5,,,
Trygg Tor, Spårvägens BTK,5,3,,1,1,,
Bergqvist David, Norrtulls SK,4,1,2,,1,,
Bildhjerd Alwin, Ängby SK,4,,,3,1,,
Blomstrand Lukas, Spårvägens BTK,4,1,2,1,,,
Brunzell Kevin, Ängby SK,4,,4,,,,
Bunge Tristan, Ängby SK,4,,4,,,,
Floreby Axel, Linköpings Pingisklubb,4,1,,,,3,
Gjörling Rasmus, Ängby SK,4,,,1,,3,
Guldstrand Oliver, BTK Rekord,4,,,,,1,3
Höghöj Bedsted Janus, Brönshöj,4,,1,,,,3
Lee Hörnell Ludvig, Uppsala BTK,4,1,,3,,,
Lindberg William, Tibble-Kungsängen BTK,4,,4,,,,
Rode Von Essen Theodor, Virum-Sorgenfri,4,,1,,3,,
Tantalos Theo, Lekstorps IF,4,1,,,,3,
Walstedt Linus, Hammarby IF BTF,4,3,,1,,,
Weston Sixten, Spårvägens BTK,4,,,1,3,,
Zhou Kevin, Virum-Sorgenfri BTK,4,,1,,1,1,1
Årstrand Ville, Lekstorps IF,4,3,,,,1,
Aaagard Torum Mats Fokus BTK,3,,,,3,,
Ahmad Diako, Tibble-Kungsängen BTK,3,1,1,,,,1
Barbi Hilly, Rishon LeZion,3,,,3,,,
Bjerke Einar, BTK Safir,3,3,,,,,
Budal Zune, Vestegnen BTK,3,,,,3,,
Cuado Perez Ryan, Söderhamns UIF,3,,,,,,3
Docherty Harri, Wales,3,,,,,,3
Elsen Luka, Luxembourg,3,,,3,,,
Fuchs Matan, Rishon LeZion,3,,,3,,,
Gilad Levin, Rishon LeZion,3,,,3,,,
Häger Gustav, Spårvägens BTK,3,1,,1,1,,
Höier Erik, Denmark,3,,,3,,,
Jacobsen Markus, Amager BTK,3,,,,,,3
Kahlos Juho, Finland,3,,,3,,,
Klingström Walter, Tibble-Kungsängen BTK,3,,,,,,3
Kongsdal Andreas, Denmark,3,,,3,,,
Lambinet Noah, Luxembourg,3,,,3,,,
Lehtola Lassi, Finland,3,,,3,,,
Leijon Oliver, Söderhamns UIF,3,,,,,,3
Li Ethan, Spårvägens BTK,3,,,1,1,1,
Nelly Edvard, Ängby SK,3,,,3,,,
O´Connor Evan, Wales,3,,,,,,3
Papsø Mikkel, Silkeborg BTK,3,3,,,,,
Pullinen Leonid, Finland,3,,,3,,,
Röhr Jack, Spårvägens BTK,3,,,3,,,
Sahr Aaron, Luxembourg,3,,,3,,,
Shoar Kristian, Uppsala BTK,3,,2,1,,,
Strand Alvar, Solna BTK,3,,,,,3,
Usov Mark, Haparanda SKT,3,,,,,3,
Vaher Andrus, LTK Kalev,3,,,3,,,
Vieherlaiho Leon, Finland,3,,,3,,,
Wu Erik, Askims BTK,3,,,,3,,
Alfredsson Max, Gefle PK,2,,,1,1,,
Arnell Elling, LinnePartille PK,2,1,1,,,,
Beijer Josef, IFK Lund BT,2,,,,,2,
Bengtsson Simon, Halmstad BTK,2,,,,,1,1
Byström William, Lekstorps IF,2,1,,,,1,
Dommermuth Sivertsen Fredrik, Fokus BTK,2,2,,,,,
Ekeroth Hugo, Halmstad BTK,2,,1,,1,,
Grähs Manne, Uppsala BTK,2,,2,,,,
Gustafsson Gunnar, Boo KFUM IA,2,,,,,1,1
Larsson Hugo, Ljungsbro BTK,2,1,,,1,,
Liljegren Simon, LinnePartille PK,2,2,,,,,
Lundin Benjamin, Askims BTK,2,1,,,1,,
Myrhage Axel, Askims BTK,2,,1,,,1,
Mäkelä Ola, Uppsala BTK,2,1,1,,,,
Nilsson Malte, IFK Klagshamn,2,,,,1,1,
Pihl Emil, Lekstorps IF,2,1,,,,1,
Aaagard Torum Ulrik, Fokus BTK,1,,,,1,,
Alfredsson Morgan, Gefle PK,1,,,,1,,
Berg Sivert, Fokus BTK,1,1,,,,,
Bjerke Ebbe, BTK Safir,1,1,,,,,
Ekström André, Tullinge TP BTK,1,,1,,,,
Eneroth Otto, Lyckeby BTK,1,,,,1,,
Engström Vilmer, LinnePartille PK,1,1,,,,,
Falk Joel, Norrtulls SK,1,,,1,,,
Fischer Mio, Norrtulls SK,1,,1,,,,
Hermann Magne, Lekstorps IF,1,1,,,,,
Häggander Tore, Svanesunds GIF,1,,1,,,,
Jedland Emil, Uppsala BTK,1,,1,,,,
Jonasson Karl, BTK Frej,1,,,,1,,
Lundin Filip, Askims BTK,1,1,,,,,
Magnusson Edwin, Mariedals IK,1,,,,,1,
Majdalani Viktor, Spårvägens BTK,1,,,,1,,
Marriot Oscar, Wales,1,,,,,,1
Martinsson Hugo, Lekstorps IF,1,,,,,1,
Mattbäck Kean, Söderhamns UIF,1,,,1,,,
Nielsen Snorre, Amager BTK,1,,,,,,1
Pelling Vincent, Uppsala BTK,1,,1,,,,
Ramnäs Leo, Mölndals BTK,1,,1,,,,
Santander Munoz Gabriel, Spårvägens BTK,1,,,,1,,
Schaub Adam, Västers BTK,1,,,,,1,
Skrijelj Dannel, BTK Scania,1,,,,,,1
Storskog Vincent, Spårvägens BTK,1,,1,,,,
Strid Axel, Ängby SK,1,,,1,,,
Strindberg Fabian, Söderhamns UIF,1,,,1,,,
Swedmark Torsten, Boo KFUM IA,1,,,,,1,
Theisen Max, Luxembourg,1,,,1,,,
Tideman Liam, Uppsala BTK,1,,1,,,,
Tran Tuan, Hammarby IF BTF,1,,,1,,,
